fid,left,top,right,bottom,id
1708,7142.33349609375,-3573099.75,7642.33349609375,-3573599.75,1708
1709,7142.33349609375,-3573599.75,7642.33349609375,-3574099.75,1709
1713,7142.33349609375,-3575599.75,7642.33349609375,-3576099.75,1713
1719,7142.33349609375,-3578599.75,7642.33349609375,-3579099.75,1719
1720,7142.33349609375,-3579099.75,7642.33349609375,-3579599.75,1720
1722,7142.33349609375,-3580099.75,7642.33349609375,-3580599.75,1722
1724,7142.33349609375,-3581099.75,7642.33349609375,-3581599.75,1724
1725,7142.33349609375,-3581599.75,7642.33349609375,-3582099.75,1725
1726,7142.33349609375,-3582099.75,7642.33349609375,-3582599.75,1726
1729,7142.33349609375,-3583599.75,7642.33349609375,-3584099.75,1729
1731,7142.33349609375,-3584599.75,7642.33349609375,-3585099.75,1731
1733,7142.33349609375,-3585599.75,7642.33349609375,-3586099.75,1733
1738,7142.33349609375,-3588099.75,7642.33349609375,-3588599.75,1738
1739,7142.33349609375,-3588599.75,7642.33349609375,-3589099.75,1739
1746,7142.33349609375,-3592099.75,7642.33349609375,-3592599.75,1746
1753,7142.33349609375,-3595599.75,7642.33349609375,-3596099.75,1753
1776,7642.33349609375,-3558099.75,8142.33349609375,-3558599.75,1776
1777,7642.33349609375,-3558599.75,8142.33349609375,-3559099.75,1777
1779,7642.33349609375,-3559599.75,8142.33349609375,-3560099.75,1779
1781,7642.33349609375,-3560599.75,8142.33349609375,-3561099.75,1781
1782,7642.33349609375,-3561099.75,8142.33349609375,-3561599.75,1782
1785,7642.33349609375,-3562599.75,8142.33349609375,-3563099.75,1785
1786,7642.33349609375,-3563099.75,8142.33349609375,-3563599.75,1786
1787,7642.33349609375,-3563599.75,8142.33349609375,-3564099.75,1787
1788,7642.33349609375,-3564099.75,8142.33349609375,-3564599.75,1788
1789,7642.33349609375,-3564599.75,8142.33349609375,-3565099.75,1789
1794,7642.33349609375,-3567099.75,8142.33349609375,-3567599.75,1794
1797,7642.33349609375,-3568599.75,8142.33349609375,-3569099.75,1797
1799,7642.33349609375,-3569599.75,8142.33349609375,-3570099.75,1799
1802,7642.33349609375,-3571099.75,8142.33349609375,-3571599.75,1802
1803,7642.33349609375,-3571599.75,8142.33349609375,-3572099.75,1803
1804,7642.33349609375,-3572099.75,8142.33349609375,-3572599.75,1804
1807,7642.33349609375,-3573599.75,8142.33349609375,-3574099.75,1807
1811,7642.33349609375,-3575599.75,8142.33349609375,-3576099.75,1811
1812,7642.33349609375,-3576099.75,8142.33349609375,-3576599.75,1812
1813,7642.33349609375,-3576599.75,8142.33349609375,-3577099.75,1813
1816,7642.33349609375,-3578099.75,8142.33349609375,-3578599.75,1816
1817,7642.33349609375,-3578599.75,8142.33349609375,-3579099.75,1817
1822,7642.33349609375,-3581099.75,8142.33349609375,-3581599.75,1822
1823,7642.33349609375,-3581599.75,8142.33349609375,-3582099.75,1823
1824,7642.33349609375,-3582099.75,8142.33349609375,-3582599.75,1824
1825,7642.33349609375,-3582599.75,8142.33349609375,-3583099.75,1825
1829,7642.33349609375,-3584599.75,8142.33349609375,-3585099.75,1829
1835,7642.33349609375,-3587599.75,8142.33349609375,-3588099.75,1835
1836,7642.33349609375,-3588099.75,8142.33349609375,-3588599.75,1836
1837,7642.33349609375,-3588599.75,8142.33349609375,-3589099.75,1837
1839,7642.33349609375,-3589599.75,8142.33349609375,-3590099.75,1839
1841,7642.33349609375,-3590599.75,8142.33349609375,-3591099.75,1841
1842,7642.33349609375,-3591099.75,8142.33349609375,-3591599.75,1842
1852,7642.33349609375,-3596099.75,8142.33349609375,-3596599.75,1852
1855,7642.33349609375,-3597599.75,8142.33349609375,-3598099.75,1855
1857,7642.33349609375,-3598599.75,8142.33349609375,-3599099.75,1857
1876,8142.33349609375,-3559099.75,8642.33349609375,-3559599.75,1876
1880,8142.33349609375,-3561099.75,8642.33349609375,-3561599.75,1880
1881,8142.33349609375,-3561599.75,8642.33349609375,-3562099.75,1881
1882,8142.33349609375,-3562099.75,8642.33349609375,-3562599.75,1882
1883,8142.33349609375,-3562599.75,8642.33349609375,-3563099.75,1883
1884,8142.33349609375,-3563099.75,8642.33349609375,-3563599.75,1884
1885,8142.33349609375,-3563599.75,8642.33349609375,-3564099.75,1885
1886,8142.33349609375,-3564099.75,8642.33349609375,-3564599.75,1886
1892,8142.33349609375,-3567099.75,8642.33349609375,-3567599.75,1892
1899,8142.33349609375,-3570599.75,8642.33349609375,-3571099.75,1899
1900,8142.33349609375,-3571099.75,8642.33349609375,-3571599.75,1900
1902,8142.33349609375,-3572099.75,8642.33349609375,-3572599.75,1902
1903,8142.33349609375,-3572599.75,8642.33349609375,-3573099.75,1903
1904,8142.33349609375,-3573099.75,8642.33349609375,-3573599.75,1904
1905,8142.33349609375,-3573599.75,8642.33349609375,-3574099.75,1905
1907,8142.33349609375,-3574599.75,8642.33349609375,-3575099.75,1907
1908,8142.33349609375,-3575099.75,8642.33349609375,-3575599.75,1908
1913,8142.33349609375,-3577599.75,8642.33349609375,-3578099.75,1913
1916,8142.33349609375,-3579099.75,8642.33349609375,-3579599.75,1916
1924,8142.33349609375,-3583099.75,8642.33349609375,-3583599.75,1924
1928,8142.33349609375,-3585099.75,8642.33349609375,-3585599.75,1928
1934,8142.33349609375,-3588099.75,8642.33349609375,-3588599.75,1934
1935,8142.33349609375,-3588599.75,8642.33349609375,-3589099.75,1935
1936,8142.33349609375,-3589099.75,8642.33349609375,-3589599.75,1936
1937,8142.33349609375,-3589599.75,8642.33349609375,-3590099.75,1937
1938,8142.33349609375,-3590099.75,8642.33349609375,-3590599.75,1938
1940,8142.33349609375,-3591099.75,8642.33349609375,-3591599.75,1940
1944,8142.33349609375,-3593099.75,8642.33349609375,-3593599.75,1944
1950,8142.33349609375,-3596099.75,8642.33349609375,-3596599.75,1950
1952,8142.33349609375,-3597099.75,8642.33349609375,-3597599.75,1952
1954,8142.33349609375,-3598099.75,8642.33349609375,-3598599.75,1954
1975,8642.33349609375,-3559599.75,9142.33349609375,-3560099.75,1975
1982,8642.33349609375,-3563099.75,9142.33349609375,-3563599.75,1982
1983,8642.33349609375,-3563599.75,9142.33349609375,-3564099.75,1983
1985,8642.33349609375,-3564599.75,9142.33349609375,-3565099.75,1985
1990,8642.33349609375,-3567099.75,9142.33349609375,-3567599.75,1990
1991,8642.33349609375,-3567599.75,9142.33349609375,-3568099.75,1991
1994,8642.33349609375,-3569099.75,9142.33349609375,-3569599.75,1994
1995,8642.33349609375,-3569599.75,9142.33349609375,-3570099.75,1995
1996,8642.33349609375,-3570099.75,9142.33349609375,-3570599.75,1996
2000,8642.33349609375,-3572099.75,9142.33349609375,-3572599.75,2000
2001,8642.33349609375,-3572599.75,9142.33349609375,-3573099.75,2001
2002,8642.33349609375,-3573099.75,9142.33349609375,-3573599.75,2002
2003,8642.33349609375,-3573599.75,9142.33349609375,-3574099.75,2003
2004,8642.33349609375,-3574099.75,9142.33349609375,-3574599.75,2004
2005,8642.33349609375,-3574599.75,9142.33349609375,-3575099.75,2005
2006,8642.33349609375,-3575099.75,9142.33349609375,-3575599.75,2006
2007,8642.33349609375,-3575599.75,9142.33349609375,-3576099.75,2007
2013,8642.33349609375,-3578599.75,9142.33349609375,-3579099.75,2013
2018,8642.33349609375,-3581099.75,9142.33349609375,-3581599.75,2018
2023,8642.33349609375,-3583599.75,9142.33349609375,-3584099.75,2023
2024,8642.33349609375,-3584099.75,9142.33349609375,-3584599.75,2024
2025,8642.33349609375,-3584599.75,9142.33349609375,-3585099.75,2025
2026,8642.33349609375,-3585099.75,9142.33349609375,-3585599.75,2026
2027,8642.33349609375,-3585599.75,9142.33349609375,-3586099.75,2027
2029,8642.33349609375,-3586599.75,9142.33349609375,-3587099.75,2029
2031,8642.33349609375,-3587599.75,9142.33349609375,-3588099.75,2031
2032,8642.33349609375,-3588099.75,9142.33349609375,-3588599.75,2032
2034,8642.33349609375,-3589099.75,9142.33349609375,-3589599.75,2034
2035,8642.33349609375,-3589599.75,9142.33349609375,-3590099.75,2035
2038,8642.33349609375,-3591099.75,9142.33349609375,-3591599.75,2038
2040,8642.33349609375,-3592099.75,9142.33349609375,-3592599.75,2040
2041,8642.33349609375,-3592599.75,9142.33349609375,-3593099.75,2041
2044,8642.33349609375,-3594099.75,9142.33349609375,-3594599.75,2044
2045,8642.33349609375,-3594599.75,9142.33349609375,-3595099.75,2045
2050,8642.33349609375,-3597099.75,9142.33349609375,-3597599.75,2050
2051,8642.33349609375,-3597599.75,9142.33349609375,-3598099.75,2051
2052,8642.33349609375,-3598099.75,9142.33349609375,-3598599.75,2052
2054,8642.33349609375,-3599099.75,9142.33349609375,-3599599.75,2054
2073,9142.33349609375,-3559599.75,9642.33349609375,-3560099.75,2073
2075,9142.33349609375,-3560599.75,9642.33349609375,-3561099.75,2075
2078,9142.33349609375,-3562099.75,9642.33349609375,-3562599.75,2078
2079,9142.33349609375,-3562599.75,9642.33349609375,-3563099.75,2079
2080,9142.33349609375,-3563099.75,9642.33349609375,-3563599.75,2080
2082,9142.33349609375,-3564099.75,9642.33349609375,-3564599.75,2082
2083,9142.33349609375,-3564599.75,9642.33349609375,-3565099.75,2083
2086,9142.33349609375,-3566099.75,9642.33349609375,-3566599.75,2086
2091,9142.33349609375,-3568599.75,9642.33349609375,-3569099.75,2091
2096,9142.33349609375,-3571099.75,9642.33349609375,-3571599.75,2096
2098,9142.33349609375,-3572099.75,9642.33349609375,-3572599.75,2098
2099,9142.33349609375,-3572599.75,9642.33349609375,-3573099.75,2099
2103,9142.33349609375,-3574599.75,9642.33349609375,-3575099.75,2103
2104,9142.33349609375,-3575099.75,9642.33349609375,-3575599.75,2104
2106,9142.33349609375,-3576099.75,9642.33349609375,-3576599.75,2106
2107,9142.33349609375,-3576599.75,9642.33349609375,-3577099.75,2107
2112,9142.33349609375,-3579099.75,9642.33349609375,-3579599.75,2112
2116,9142.33349609375,-3581099.75,9642.33349609375,-3581599.75,2116
2121,9142.33349609375,-3583599.75,9642.33349609375,-3584099.75,2121
2122,9142.33349609375,-3584099.75,9642.33349609375,-3584599.75,2122
2125,9142.33349609375,-3585599.75,9642.33349609375,-3586099.75,2125
2128,9142.33349609375,-3587099.75,9642.33349609375,-3587599.75,2128
2129,9142.33349609375,-3587599.75,9642.33349609375,-3588099.75,2129
2132,9142.33349609375,-3589099.75,9642.33349609375,-3589599.75,2132
2134,9142.33349609375,-3590099.75,9642.33349609375,-3590599.75,2134
2138,9142.33349609375,-3592099.75,9642.33349609375,-3592599.75,2138
2139,9142.33349609375,-3592599.75,9642.33349609375,-3593099.75,2139
2140,9142.33349609375,-3593099.75,9642.33349609375,-3593599.75,2140
2142,9142.33349609375,-3594099.75,9642.33349609375,-3594599.75,2142
2144,9142.33349609375,-3595099.75,9642.33349609375,-3595599.75,2144
2145,9142.33349609375,-3595599.75,9642.33349609375,-3596099.75,2145
2147,9142.33349609375,-3596599.75,9642.33349609375,-3597099.75,2147
2150,9142.33349609375,-3598099.75,9642.33349609375,-3598599.75,2150
2151,9142.33349609375,-3598599.75,9642.33349609375,-3599099.75,2151
2153,9142.33349609375,-3599599.75,9642.33349609375,-3600099.75,2153
2172,9642.33349609375,-3560099.75,10142.33349609375,-3560599.75,2172
2174,9642.33349609375,-3561099.75,10142.33349609375,-3561599.75,2174
2177,9642.33349609375,-3562599.75,10142.33349609375,-3563099.75,2177
2178,9642.33349609375,-3563099.75,10142.33349609375,-3563599.75,2178
2179,9642.33349609375,-3563599.75,10142.33349609375,-3564099.75,2179
2180,9642.33349609375,-3564099.75,10142.33349609375,-3564599.75,2180
2182,9642.33349609375,-3565099.75,10142.33349609375,-3565599.75,2182
2183,9642.33349609375,-3565599.75,10142.33349609375,-3566099.75,2183
2184,9642.33349609375,-3566099.75,10142.33349609375,-3566599.75,2184
2186,9642.33349609375,-3567099.75,10142.33349609375,-3567599.75,2186
2187,9642.33349609375,-3567599.75,10142.33349609375,-3568099.75,2187
2193,9642.33349609375,-3570599.75,10142.33349609375,-3571099.75,2193
2195,9642.33349609375,-3571599.75,10142.33349609375,-3572099.75,2195
2202,9642.33349609375,-3575099.75,10142.33349609375,-3575599.75,2202
2205,9642.33349609375,-3576599.75,10142.33349609375,-3577099.75,2205
2206,9642.33349609375,-3577099.75,10142.33349609375,-3577599.75,2206
2207,9642.33349609375,-3577599.75,10142.33349609375,-3578099.75,2207
2208,9642.33349609375,-3578099.75,10142.33349609375,-3578599.75,2208
2209,9642.33349609375,-3578599.75,10142.33349609375,-3579099.75,2209
2211,9642.33349609375,-3579599.75,10142.33349609375,-3580099.75,2211
2212,9642.33349609375,-3580099.75,10142.33349609375,-3580599.75,2212
2213,9642.33349609375,-3580599.75,10142.33349609375,-3581099.75,2213
2214,9642.33349609375,-3581099.75,10142.33349609375,-3581599.75,2214
2216,9642.33349609375,-3582099.75,10142.33349609375,-3582599.75,2216
2218,9642.33349609375,-3583099.75,10142.33349609375,-3583599.75,2218
2219,9642.33349609375,-3583599.75,10142.33349609375,-3584099.75,2219
2220,9642.33349609375,-3584099.75,10142.33349609375,-3584599.75,2220
2221,9642.33349609375,-3584599.75,10142.33349609375,-3585099.75,2221
2222,9642.33349609375,-3585099.75,10142.33349609375,-3585599.75,2222
2223,9642.33349609375,-3585599.75,10142.33349609375,-3586099.75,2223
2227,9642.33349609375,-3587599.75,10142.33349609375,-3588099.75,2227
2229,9642.33349609375,-3588599.75,10142.33349609375,-3589099.75,2229
2230,9642.33349609375,-3589099.75,10142.33349609375,-3589599.75,2230
2231,9642.33349609375,-3589599.75,10142.33349609375,-3590099.75,2231
2234,9642.33349609375,-3591099.75,10142.33349609375,-3591599.75,2234
2236,9642.33349609375,-3592099.75,10142.33349609375,-3592599.75,2236
2237,9642.33349609375,-3592599.75,10142.33349609375,-3593099.75,2237
2238,9642.33349609375,-3593099.75,10142.33349609375,-3593599.75,2238
2242,9642.33349609375,-3595099.75,10142.33349609375,-3595599.75,2242
2244,9642.33349609375,-3596099.75,10142.33349609375,-3596599.75,2244
2246,9642.33349609375,-3597099.75,10142.33349609375,-3597599.75,2246
2248,9642.33349609375,-3598099.75,10142.33349609375,-3598599.75,2248
2249,9642.33349609375,-3598599.75,10142.33349609375,-3599099.75,2249
2251,9642.33349609375,-3599599.75,10142.33349609375,-3600099.75,2251
2252,9642.33349609375,-3600099.75,10142.33349609375,-3600599.75,2252
2275,10142.33349609375,-3562599.75,10642.33349609375,-3563099.75,2275
2276,10142.33349609375,-3563099.75,10642.33349609375,-3563599.75,2276
2277,10142.33349609375,-3563599.75,10642.33349609375,-3564099.75,2277
2280,10142.33349609375,-3565099.75,10642.33349609375,-3565599.75,2280
2282,10142.33349609375,-3566099.75,10642.33349609375,-3566599.75,2282
2286,10142.33349609375,-3568099.75,10642.33349609375,-3568599.75,2286
2289,10142.33349609375,-3569599.75,10642.33349609375,-3570099.75,2289
2292,10142.33349609375,-3571099.75,10642.33349609375,-3571599.75,2292
2295,10142.33349609375,-3572599.75,10642.33349609375,-3573099.75,2295
2297,10142.33349609375,-3573599.75,10642.33349609375,-3574099.75,2297
2298,10142.33349609375,-3574099.75,10642.33349609375,-3574599.75,2298
2299,10142.33349609375,-3574599.75,10642.33349609375,-3575099.75,2299
2302,10142.33349609375,-3576099.75,10642.33349609375,-3576599.75,2302
2317,10142.33349609375,-3583599.75,10642.33349609375,-3584099.75,2317
2318,10142.33349609375,-3584099.75,10642.33349609375,-3584599.75,2318
2321,10142.33349609375,-3585599.75,10642.33349609375,-3586099.75,2321
2323,10142.33349609375,-3586599.75,10642.33349609375,-3587099.75,2323
2325,10142.33349609375,-3587599.75,10642.33349609375,-3588099.75,2325
2326,10142.33349609375,-3588099.75,10642.33349609375,-3588599.75,2326
2327,10142.33349609375,-3588599.75,10642.33349609375,-3589099.75,2327
2328,10142.33349609375,-3589099.75,10642.33349609375,-3589599.75,2328
2329,10142.33349609375,-3589599.75,10642.33349609375,-3590099.75,2329
2333,10142.33349609375,-3591599.75,10642.33349609375,-3592099.75,2333
2335,10142.33349609375,-3592599.75,10642.33349609375,-3593099.75,2335
2339,10142.33349609375,-3594599.75,10642.33349609375,-3595099.75,2339
2342,10142.33349609375,-3596099.75,10642.33349609375,-3596599.75,2342
2345,10142.33349609375,-3597599.75,10642.33349609375,-3598099.75,2345
2347,10142.33349609375,-3598599.75,10642.33349609375,-3599099.75,2347
2348,10142.33349609375,-3599099.75,10642.33349609375,-3599599.75,2348
2350,10142.33349609375,-3600099.75,10642.33349609375,-3600599.75,2350
2373,10642.33349609375,-3562599.75,11142.33349609375,-3563099.75,2373
2374,10642.33349609375,-3563099.75,11142.33349609375,-3563599.75,2374
2380,10642.33349609375,-3566099.75,11142.33349609375,-3566599.75,2380
2381,10642.33349609375,-3566599.75,11142.33349609375,-3567099.75,2381
2382,10642.33349609375,-3567099.75,11142.33349609375,-3567599.75,2382
2384,10642.33349609375,-3568099.75,11142.33349609375,-3568599.75,2384
2388,10642.33349609375,-3570099.75,11142.33349609375,-3570599.75,2388
2390,10642.33349609375,-3571099.75,11142.33349609375,-3571599.75,2390
2391,10642.33349609375,-3571599.75,11142.33349609375,-3572099.75,2391
2396,10642.33349609375,-3574099.75,11142.33349609375,-3574599.75,2396
2399,10642.33349609375,-3575599.75,11142.33349609375,-3576099.75,2399
2401,10642.33349609375,-3576599.75,11142.33349609375,-3577099.75,2401
2402,10642.33349609375,-3577099.75,11142.33349609375,-3577599.75,2402
2403,10642.33349609375,-3577599.75,11142.33349609375,-3578099.75,2403
2404,10642.33349609375,-3578099.75,11142.33349609375,-3578599.75,2404
2408,10642.33349609375,-3580099.75,11142.33349609375,-3580599.75,2408
2415,10642.33349609375,-3583599.75,11142.33349609375,-3584099.75,2415
2416,10642.33349609375,-3584099.75,11142.33349609375,-3584599.75,2416
2417,10642.33349609375,-3584599.75,11142.33349609375,-3585099.75,2417
2419,10642.33349609375,-3585599.75,11142.33349609375,-3586099.75,2419
2422,10642.33349609375,-3587099.75,11142.33349609375,-3587599.75,2422
2423,10642.33349609375,-3587599.75,11142.33349609375,-3588099.75,2423
2425,10642.33349609375,-3588599.75,11142.33349609375,-3589099.75,2425
2427,10642.33349609375,-3589599.75,11142.33349609375,-3590099.75,2427
2430,10642.33349609375,-3591099.75,11142.33349609375,-3591599.75,2430
2435,10642.33349609375,-3593599.75,11142.33349609375,-3594099.75,2435
2436,10642.33349609375,-3594099.75,11142.33349609375,-3594599.75,2436
2439,10642.33349609375,-3595599.75,11142.33349609375,-3596099.75,2439
2440,10642.33349609375,-3596099.75,11142.33349609375,-3596599.75,2440
2444,10642.33349609375,-3598099.75,11142.33349609375,-3598599.75,2444
2471,11142.33349609375,-3562599.75,11642.33349609375,-3563099.75,2471
2473,11142.33349609375,-3563599.75,11642.33349609375,-3564099.75,2473
2475,11142.33349609375,-3564599.75,11642.33349609375,-3565099.75,2475
2476,11142.33349609375,-3565099.75,11642.33349609375,-3565599.75,2476
2482,11142.33349609375,-3568099.75,11642.33349609375,-3568599.75,2482
2485,11142.33349609375,-3569599.75,11642.33349609375,-3570099.75,2485
2486,11142.33349609375,-3570099.75,11642.33349609375,-3570599.75,2486
2487,11142.33349609375,-3570599.75,11642.33349609375,-3571099.75,2487
2490,11142.33349609375,-3572099.75,11642.33349609375,-3572599.75,2490
2494,11142.33349609375,-3574099.75,11642.33349609375,-3574599.75,2494
2496,11142.33349609375,-3575099.75,11642.33349609375,-3575599.75,2496
2499,11142.33349609375,-3576599.75,11642.33349609375,-3577099.75,2499
2502,11142.33349609375,-3578099.75,11642.33349609375,-3578599.75,2502
2511,11142.33349609375,-3582599.75,11642.33349609375,-3583099.75,2511
2512,11142.33349609375,-3583099.75,11642.33349609375,-3583599.75,2512
2513,11142.33349609375,-3583599.75,11642.33349609375,-3584099.75,2513
2515,11142.33349609375,-3584599.75,11642.33349609375,-3585099.75,2515
2517,11142.33349609375,-3585599.75,11642.33349609375,-3586099.75,2517
2518,11142.33349609375,-3586099.75,11642.33349609375,-3586599.75,2518
2519,11142.33349609375,-3586599.75,11642.33349609375,-3587099.75,2519
2522,11142.33349609375,-3588099.75,11642.33349609375,-3588599.75,2522
2524,11142.33349609375,-3589099.75,11642.33349609375,-3589599.75,2524
2525,11142.33349609375,-3589599.75,11642.33349609375,-3590099.75,2525
2528,11142.33349609375,-3591099.75,11642.33349609375,-3591599.75,2528
2529,11142.33349609375,-3591599.75,11642.33349609375,-3592099.75,2529
2532,11142.33349609375,-3593099.75,11642.33349609375,-3593599.75,2532
2534,11142.33349609375,-3594099.75,11642.33349609375,-3594599.75,2534
2536,11142.33349609375,-3595099.75,11642.33349609375,-3595599.75,2536
2538,11142.33349609375,-3596099.75,11642.33349609375,-3596599.75,2538
2540,11142.33349609375,-3597099.75,11642.33349609375,-3597599.75,2540
2541,11142.33349609375,-3597599.75,11642.33349609375,-3598099.75,2541
2542,11142.33349609375,-3598099.75,11642.33349609375,-3598599.75,2542
2543,11142.33349609375,-3598599.75,11642.33349609375,-3599099.75,2543
2547,11142.33349609375,-3600599.75,11642.33349609375,-3601099.75,2547
2573,11642.33349609375,-3564599.75,12142.33349609375,-3565099.75,2573
2574,11642.33349609375,-3565099.75,12142.33349609375,-3565599.75,2574
2580,11642.33349609375,-3568099.75,12142.33349609375,-3568599.75,2580
2581,11642.33349609375,-3568599.75,12142.33349609375,-3569099.75,2581
2582,11642.33349609375,-3569099.75,12142.33349609375,-3569599.75,2582
2583,11642.33349609375,-3569599.75,12142.33349609375,-3570099.75,2583
2586,11642.33349609375,-3571099.75,12142.33349609375,-3571599.75,2586
2587,11642.33349609375,-3571599.75,12142.33349609375,-3572099.75,2587
2588,11642.33349609375,-3572099.75,12142.33349609375,-3572599.75,2588
2590,11642.33349609375,-3573099.75,12142.33349609375,-3573599.75,2590
2591,11642.33349609375,-3573599.75,12142.33349609375,-3574099.75,2591
2593,11642.33349609375,-3574599.75,12142.33349609375,-3575099.75,2593
2595,11642.33349609375,-3575599.75,12142.33349609375,-3576099.75,2595
2600,11642.33349609375,-3578099.75,12142.33349609375,-3578599.75,2600
2601,11642.33349609375,-3578599.75,12142.33349609375,-3579099.75,2601
2602,11642.33349609375,-3579099.75,12142.33349609375,-3579599.75,2602
2604,11642.33349609375,-3580099.75,12142.33349609375,-3580599.75,2604
2605,11642.33349609375,-3580599.75,12142.33349609375,-3581099.75,2605
2610,11642.33349609375,-3583099.75,12142.33349609375,-3583599.75,2610
2615,11642.33349609375,-3585599.75,12142.33349609375,-3586099.75,2615
2617,11642.33349609375,-3586599.75,12142.33349609375,-3587099.75,2617
2627,11642.33349609375,-3591599.75,12142.33349609375,-3592099.75,2627
2628,11642.33349609375,-3592099.75,12142.33349609375,-3592599.75,2628
2629,11642.33349609375,-3592599.75,12142.33349609375,-3593099.75,2629
2630,11642.33349609375,-3593099.75,12142.33349609375,-3593599.75,2630
2634,11642.33349609375,-3595099.75,12142.33349609375,-3595599.75,2634
2637,11642.33349609375,-3596599.75,12142.33349609375,-3597099.75,2637
2639,11642.33349609375,-3597599.75,12142.33349609375,-3598099.75,2639
2640,11642.33349609375,-3598099.75,12142.33349609375,-3598599.75,2640
2643,11642.33349609375,-3599599.75,12142.33349609375,-3600099.75,2643
2645,11642.33349609375,-3600599.75,12142.33349609375,-3601099.75,2645
2670,12142.33349609375,-3564099.75,12642.33349609375,-3564599.75,2670
2673,12142.33349609375,-3565599.75,12642.33349609375,-3566099.75,2673
2674,12142.33349609375,-3566099.75,12642.33349609375,-3566599.75,2674
2677,12142.33349609375,-3567599.75,12642.33349609375,-3568099.75,2677
2682,12142.33349609375,-3570099.75,12642.33349609375,-3570599.75,2682
2683,12142.33349609375,-3570599.75,12642.33349609375,-3571099.75,2683
2685,12142.33349609375,-3571599.75,12642.33349609375,-3572099.75,2685
2687,12142.33349609375,-3572599.75,12642.33349609375,-3573099.75,2687
2688,12142.33349609375,-3573099.75,12642.33349609375,-3573599.75,2688
2691,12142.33349609375,-3574599.75,12642.33349609375,-3575099.75,2691
2693,12142.33349609375,-3575599.75,12642.33349609375,-3576099.75,2693
2695,12142.33349609375,-3576599.75,12642.33349609375,-3577099.75,2695
2696,12142.33349609375,-3577099.75,12642.33349609375,-3577599.75,2696
2697,12142.33349609375,-3577599.75,12642.33349609375,-3578099.75,2697
2698,12142.33349609375,-3578099.75,12642.33349609375,-3578599.75,2698
2703,12142.33349609375,-3580599.75,12642.33349609375,-3581099.75,2703
2705,12142.33349609375,-3581599.75,12642.33349609375,-3582099.75,2705
2707,12142.33349609375,-3582599.75,12642.33349609375,-3583099.75,2707
2708,12142.33349609375,-3583099.75,12642.33349609375,-3583599.75,2708
2713,12142.33349609375,-3585599.75,12642.33349609375,-3586099.75,2713
2714,12142.33349609375,-3586099.75,12642.33349609375,-3586599.75,2714
2720,12142.33349609375,-3589099.75,12642.33349609375,-3589599.75,2720
2721,12142.33349609375,-3589599.75,12642.33349609375,-3590099.75,2721
2726,12142.33349609375,-3592099.75,12642.33349609375,-3592599.75,2726
2731,12142.33349609375,-3594599.75,12642.33349609375,-3595099.75,2731
2732,12142.33349609375,-3595099.75,12642.33349609375,-3595599.75,2732
2734,12142.33349609375,-3596099.75,12642.33349609375,-3596599.75,2734
2736,12142.33349609375,-3597099.75,12642.33349609375,-3597599.75,2736
2739,12142.33349609375,-3598599.75,12642.33349609375,-3599099.75,2739
2741,12142.33349609375,-3599599.75,12642.33349609375,-3600099.75,2741
2743,12142.33349609375,-3600599.75,12642.33349609375,-3601099.75,2743
2772,12642.33349609375,-3566099.75,13142.33349609375,-3566599.75,2772
2774,12642.33349609375,-3567099.75,13142.33349609375,-3567599.75,2774
2776,12642.33349609375,-3568099.75,13142.33349609375,-3568599.75,2776
2785,12642.33349609375,-3572599.75,13142.33349609375,-3573099.75,2785
2787,12642.33349609375,-3573599.75,13142.33349609375,-3574099.75,2787
2788,12642.33349609375,-3574099.75,13142.33349609375,-3574599.75,2788
2789,12642.33349609375,-3574599.75,13142.33349609375,-3575099.75,2789
2790,12642.33349609375,-3575099.75,13142.33349609375,-3575599.75,2790
2791,12642.33349609375,-3575599.75,13142.33349609375,-3576099.75,2791
2793,12642.33349609375,-3576599.75,13142.33349609375,-3577099.75,2793
2794,12642.33349609375,-3577099.75,13142.33349609375,-3577599.75,2794
2800,12642.33349609375,-3580099.75,13142.33349609375,-3580599.75,2800
