fid,left,top,right,bottom,id
2801,12642.33349609375,-3580599.75,13142.33349609375,-3581099.75,2801
2804,12642.33349609375,-3582099.75,13142.33349609375,-3582599.75,2804
2807,12642.33349609375,-3583599.75,13142.33349609375,-3584099.75,2807
2808,12642.33349609375,-3584099.75,13142.33349609375,-3584599.75,2808
2809,12642.33349609375,-3584599.75,13142.33349609375,-3585099.75,2809
2810,12642.33349609375,-3585099.75,13142.33349609375,-3585599.75,2810
2812,12642.33349609375,-3586099.75,13142.33349609375,-3586599.75,2812
2815,12642.33349609375,-3587599.75,13142.33349609375,-3588099.75,2815
2820,12642.33349609375,-3590099.75,13142.33349609375,-3590599.75,2820
2821,12642.33349609375,-3590599.75,13142.33349609375,-3591099.75,2821
2823,12642.33349609375,-3591599.75,13142.33349609375,-3592099.75,2823
2824,12642.33349609375,-3592099.75,13142.33349609375,-3592599.75,2824
2827,12642.33349609375,-3593599.75,13142.33349609375,-3594099.75,2827
2828,12642.33349609375,-3594099.75,13142.33349609375,-3594599.75,2828
2831,12642.33349609375,-3595599.75,13142.33349609375,-3596099.75,2831
2832,12642.33349609375,-3596099.75,13142.33349609375,-3596599.75,2832
2839,12642.33349609375,-3599599.75,13142.33349609375,-3600099.75,2839
2842,12642.33349609375,-3601099.75,13142.33349609375,-3601599.75,2842
2870,13142.33349609375,-3566099.75,13642.33349609375,-3566599.75,2870
2871,13142.33349609375,-3566599.75,13642.33349609375,-3567099.75,2871
2873,13142.33349609375,-3567599.75,13642.33349609375,-3568099.75,2873
2874,13142.33349609375,-3568099.75,13642.33349609375,-3568599.75,2874
2875,13142.33349609375,-3568599.75,13642.33349609375,-3569099.75,2875
2885,13142.33349609375,-3573599.75,13642.33349609375,-3574099.75,2885
2887,13142.33349609375,-3574599.75,13642.33349609375,-3575099.75,2887
2892,13142.33349609375,-3577099.75,13642.33349609375,-3577599.75,2892
2893,13142.33349609375,-3577599.75,13642.33349609375,-3578099.75,2893
2895,13142.33349609375,-3578599.75,13642.33349609375,-3579099.75,2895
2898,13142.33349609375,-3580099.75,13642.33349609375,-3580599.75,2898
2899,13142.33349609375,-3580599.75,13642.33349609375,-3581099.75,2899
2900,13142.33349609375,-3581099.75,13642.33349609375,-3581599.75,2900
2901,13142.33349609375,-3581599.75,13642.33349609375,-3582099.75,2901
2904,13142.33349609375,-3583099.75,13642.33349609375,-3583599.75,2904
2907,13142.33349609375,-3584599.75,13642.33349609375,-3585099.75,2907
2908,13142.33349609375,-3585099.75,13642.33349609375,-3585599.75,2908
2911,13142.33349609375,-3586599.75,13642.33349609375,-3587099.75,2911
2912,13142.33349609375,-3587099.75,13642.33349609375,-3587599.75,2912
2914,13142.33349609375,-3588099.75,13642.33349609375,-3588599.75,2914
2918,13142.33349609375,-3590099.75,13642.33349609375,-3590599.75,2918
2922,13142.33349609375,-3592099.75,13642.33349609375,-3592599.75,2922
2923,13142.33349609375,-3592599.75,13642.33349609375,-3593099.75,2923
2924,13142.33349609375,-3593099.75,13642.33349609375,-3593599.75,2924
2926,13142.33349609375,-3594099.75,13642.33349609375,-3594599.75,2926
2932,13142.33349609375,-3597099.75,13642.33349609375,-3597599.75,2932
2970,13642.33349609375,-3567099.75,14142.33349609375,-3567599.75,2970
2971,13642.33349609375,-3567599.75,14142.33349609375,-3568099.75,2971
2974,13642.33349609375,-3569099.75,14142.33349609375,-3569599.75,2974
2977,13642.33349609375,-3570599.75,14142.33349609375,-3571099.75,2977
2981,13642.33349609375,-3572599.75,14142.33349609375,-3573099.75,2981
2983,13642.33349609375,-3573599.75,14142.33349609375,-3574099.75,2983
2984,13642.33349609375,-3574099.75,14142.33349609375,-3574599.75,2984
2992,13642.33349609375,-3578099.75,14142.33349609375,-3578599.75,2992
2994,13642.33349609375,-3579099.75,14142.33349609375,-3579599.75,2994
2996,13642.33349609375,-3580099.75,14142.33349609375,-3580599.75,2996
2999,13642.33349609375,-3581599.75,14142.33349609375,-3582099.75,2999
3000,13642.33349609375,-3582099.75,14142.33349609375,-3582599.75,3000
3006,13642.33349609375,-3585099.75,14142.33349609375,-3585599.75,3006
3007,13642.33349609375,-3585599.75,14142.33349609375,-3586099.75,3007
3009,13642.33349609375,-3586599.75,14142.33349609375,-3587099.75,3009
3016,13642.33349609375,-3590099.75,14142.33349609375,-3590599.75,3016
3027,13642.33349609375,-3595599.75,14142.33349609375,-3596099.75,3027
3029,13642.33349609375,-3596599.75,14142.33349609375,-3597099.75,3029
3031,13642.33349609375,-3597599.75,14142.33349609375,-3598099.75,3031
3032,13642.33349609375,-3598099.75,14142.33349609375,-3598599.75,3032
3033,13642.33349609375,-3598599.75,14142.33349609375,-3599099.75,3033
3071,14142.33349609375,-3568599.75,14642.33349609375,-3569099.75,3071
3073,14142.33349609375,-3569599.75,14642.33349609375,-3570099.75,3073
3074,14142.33349609375,-3570099.75,14642.33349609375,-3570599.75,3074
3077,14142.33349609375,-3571599.75,14642.33349609375,-3572099.75,3077
3078,14142.33349609375,-3572099.75,14642.33349609375,-3572599.75,3078
3085,14142.33349609375,-3575599.75,14642.33349609375,-3576099.75,3085
3088,14142.33349609375,-3577099.75,14642.33349609375,-3577599.75,3088
3089,14142.33349609375,-3577599.75,14642.33349609375,-3578099.75,3089
3093,14142.33349609375,-3579599.75,14642.33349609375,-3580099.75,3093
3100,14142.33349609375,-3583099.75,14642.33349609375,-3583599.75,3100
3101,14142.33349609375,-3583599.75,14642.33349609375,-3584099.75,3101
3102,14142.33349609375,-3584099.75,14642.33349609375,-3584599.75,3102
3104,14142.33349609375,-3585099.75,14642.33349609375,-3585599.75,3104
3106,14142.33349609375,-3586099.75,14642.33349609375,-3586599.75,3106
3107,14142.33349609375,-3586599.75,14642.33349609375,-3587099.75,3107
3108,14142.33349609375,-3587099.75,14642.33349609375,-3587599.75,3108
3109,14142.33349609375,-3587599.75,14642.33349609375,-3588099.75,3109
3112,14142.33349609375,-3589099.75,14642.33349609375,-3589599.75,3112
3113,14142.33349609375,-3589599.75,14642.33349609375,-3590099.75,3113
3117,14142.33349609375,-3591599.75,14642.33349609375,-3592099.75,3117
3119,14142.33349609375,-3592599.75,14642.33349609375,-3593099.75,3119
3120,14142.33349609375,-3593099.75,14642.33349609375,-3593599.75,3120
3124,14142.33349609375,-3595099.75,14642.33349609375,-3595599.75,3124
3125,14142.33349609375,-3595599.75,14642.33349609375,-3596099.75,3125
3127,14142.33349609375,-3596599.75,14642.33349609375,-3597099.75,3127
3129,14142.33349609375,-3597599.75,14642.33349609375,-3598099.75,3129
3132,14142.33349609375,-3599099.75,14642.33349609375,-3599599.75,3132
3134,14142.33349609375,-3600099.75,14642.33349609375,-3600599.75,3134
3172,14642.33349609375,-3570099.75,15142.33349609375,-3570599.75,3172
3173,14642.33349609375,-3570599.75,15142.33349609375,-3571099.75,3173
3175,14642.33349609375,-3571599.75,15142.33349609375,-3572099.75,3175
3182,14642.33349609375,-3575099.75,15142.33349609375,-3575599.75,3182
3188,14642.33349609375,-3578099.75,15142.33349609375,-3578599.75,3188
3189,14642.33349609375,-3578599.75,15142.33349609375,-3579099.75,3189
3192,14642.33349609375,-3580099.75,15142.33349609375,-3580599.75,3192
3198,14642.33349609375,-3583099.75,15142.33349609375,-3583599.75,3198
3203,14642.33349609375,-3585599.75,15142.33349609375,-3586099.75,3203
3210,14642.33349609375,-3589099.75,15142.33349609375,-3589599.75,3210
3211,14642.33349609375,-3589599.75,15142.33349609375,-3590099.75,3211
3213,14642.33349609375,-3590599.75,15142.33349609375,-3591099.75,3213
3214,14642.33349609375,-3591099.75,15142.33349609375,-3591599.75,3214
3215,14642.33349609375,-3591599.75,15142.33349609375,-3592099.75,3215
3219,14642.33349609375,-3593599.75,15142.33349609375,-3594099.75,3219
3220,14642.33349609375,-3594099.75,15142.33349609375,-3594599.75,3220
3223,14642.33349609375,-3595599.75,15142.33349609375,-3596099.75,3223
3226,14642.33349609375,-3597099.75,15142.33349609375,-3597599.75,3226
3228,14642.33349609375,-3598099.75,15142.33349609375,-3598599.75,3228
3231,14642.33349609375,-3599599.75,15142.33349609375,-3600099.75,3231
3273,15142.33349609375,-3571599.75,15642.33349609375,-3572099.75,3273
3274,15142.33349609375,-3572099.75,15642.33349609375,-3572599.75,3274
3277,15142.33349609375,-3573599.75,15642.33349609375,-3574099.75,3277
3278,15142.33349609375,-3574099.75,15642.33349609375,-3574599.75,3278
3279,15142.33349609375,-3574599.75,15642.33349609375,-3575099.75,3279
3281,15142.33349609375,-3575599.75,15642.33349609375,-3576099.75,3281
3285,15142.33349609375,-3577599.75,15642.33349609375,-3578099.75,3285
3290,15142.33349609375,-3580099.75,15642.33349609375,-3580599.75,3290
3291,15142.33349609375,-3580599.75,15642.33349609375,-3581099.75,3291
3292,15142.33349609375,-3581099.75,15642.33349609375,-3581599.75,3292
3297,15142.33349609375,-3583599.75,15642.33349609375,-3584099.75,3297
3301,15142.33349609375,-3585599.75,15642.33349609375,-3586099.75,3301
3302,15142.33349609375,-3586099.75,15642.33349609375,-3586599.75,3302
3305,15142.33349609375,-3587599.75,15642.33349609375,-3588099.75,3305
3306,15142.33349609375,-3588099.75,15642.33349609375,-3588599.75,3306
3307,15142.33349609375,-3588599.75,15642.33349609375,-3589099.75,3307
3308,15142.33349609375,-3589099.75,15642.33349609375,-3589599.75,3308
3309,15142.33349609375,-3589599.75,15642.33349609375,-3590099.75,3309
3310,15142.33349609375,-3590099.75,15642.33349609375,-3590599.75,3310
3312,15142.33349609375,-3591099.75,15642.33349609375,-3591599.75,3312
3313,15142.33349609375,-3591599.75,15642.33349609375,-3592099.75,3313
3314,15142.33349609375,-3592099.75,15642.33349609375,-3592599.75,3314
3315,15142.33349609375,-3592599.75,15642.33349609375,-3593099.75,3315
3317,15142.33349609375,-3593599.75,15642.33349609375,-3594099.75,3317
3319,15142.33349609375,-3594599.75,15642.33349609375,-3595099.75,3319
3320,15142.33349609375,-3595099.75,15642.33349609375,-3595599.75,3320
3323,15142.33349609375,-3596599.75,15642.33349609375,-3597099.75,3323
3324,15142.33349609375,-3597099.75,15642.33349609375,-3597599.75,3324
3326,15142.33349609375,-3598099.75,15642.33349609375,-3598599.75,3326
3328,15142.33349609375,-3599099.75,15642.33349609375,-3599599.75,3328
3370,15642.33349609375,-3571099.75,16142.33349609375,-3571599.75,3370
3371,15642.33349609375,-3571599.75,16142.33349609375,-3572099.75,3371
3373,15642.33349609375,-3572599.75,16142.33349609375,-3573099.75,3373
3374,15642.33349609375,-3573099.75,16142.33349609375,-3573599.75,3374
3376,15642.33349609375,-3574099.75,16142.33349609375,-3574599.75,3376
3377,15642.33349609375,-3574599.75,16142.33349609375,-3575099.75,3377
3380,15642.33349609375,-3576099.75,16142.33349609375,-3576599.75,3380
3382,15642.33349609375,-3577099.75,16142.33349609375,-3577599.75,3382
3384,15642.33349609375,-3578099.75,16142.33349609375,-3578599.75,3384
3385,15642.33349609375,-3578599.75,16142.33349609375,-3579099.75,3385
3389,15642.33349609375,-3580599.75,16142.33349609375,-3581099.75,3389
3392,15642.33349609375,-3582099.75,16142.33349609375,-3582599.75,3392
3395,15642.33349609375,-3583599.75,16142.33349609375,-3584099.75,3395
3398,15642.33349609375,-3585099.75,16142.33349609375,-3585599.75,3398
3400,15642.33349609375,-3586099.75,16142.33349609375,-3586599.75,3400
3401,15642.33349609375,-3586599.75,16142.33349609375,-3587099.75,3401
3407,15642.33349609375,-3589599.75,16142.33349609375,-3590099.75,3407
3411,15642.33349609375,-3591599.75,16142.33349609375,-3592099.75,3411
3414,15642.33349609375,-3593099.75,16142.33349609375,-3593599.75,3414
3416,15642.33349609375,-3594099.75,16142.33349609375,-3594599.75,3416
3419,15642.33349609375,-3595599.75,16142.33349609375,-3596099.75,3419
3422,15642.33349609375,-3597099.75,16142.33349609375,-3597599.75,3422
3423,15642.33349609375,-3597599.75,16142.33349609375,-3598099.75,3423
3424,15642.33349609375,-3598099.75,16142.33349609375,-3598599.75,3424
3469,16142.33349609375,-3571599.75,16642.33349609375,-3572099.75,3469
3470,16142.33349609375,-3572099.75,16642.33349609375,-3572599.75,3470
3472,16142.33349609375,-3573099.75,16642.33349609375,-3573599.75,3472
3473,16142.33349609375,-3573599.75,16642.33349609375,-3574099.75,3473
3475,16142.33349609375,-3574599.75,16642.33349609375,-3575099.75,3475
3476,16142.33349609375,-3575099.75,16642.33349609375,-3575599.75,3476
3477,16142.33349609375,-3575599.75,16642.33349609375,-3576099.75,3477
3487,16142.33349609375,-3580599.75,16642.33349609375,-3581099.75,3487
3489,16142.33349609375,-3581599.75,16642.33349609375,-3582099.75,3489
3490,16142.33349609375,-3582099.75,16642.33349609375,-3582599.75,3490
3492,16142.33349609375,-3583099.75,16642.33349609375,-3583599.75,3492
3493,16142.33349609375,-3583599.75,16642.33349609375,-3584099.75,3493
3495,16142.33349609375,-3584599.75,16642.33349609375,-3585099.75,3495
3498,16142.33349609375,-3586099.75,16642.33349609375,-3586599.75,3498
3499,16142.33349609375,-3586599.75,16642.33349609375,-3587099.75,3499
3501,16142.33349609375,-3587599.75,16642.33349609375,-3588099.75,3501
3505,16142.33349609375,-3589599.75,16642.33349609375,-3590099.75,3505
3507,16142.33349609375,-3590599.75,16642.33349609375,-3591099.75,3507
3508,16142.33349609375,-3591099.75,16642.33349609375,-3591599.75,3508
3516,16142.33349609375,-3595099.75,16642.33349609375,-3595599.75,3516
3520,16142.33349609375,-3597099.75,16642.33349609375,-3597599.75,3520
3569,16642.33349609375,-3572599.75,17142.33349609375,-3573099.75,3569
3570,16642.33349609375,-3573099.75,17142.33349609375,-3573599.75,3570
3572,16642.33349609375,-3574099.75,17142.33349609375,-3574599.75,3572
3573,16642.33349609375,-3574599.75,17142.33349609375,-3575099.75,3573
3575,16642.33349609375,-3575599.75,17142.33349609375,-3576099.75,3575
3586,16642.33349609375,-3581099.75,17142.33349609375,-3581599.75,3586
3590,16642.33349609375,-3583099.75,17142.33349609375,-3583599.75,3590
3592,16642.33349609375,-3584099.75,17142.33349609375,-3584599.75,3592
3594,16642.33349609375,-3585099.75,17142.33349609375,-3585599.75,3594
3595,16642.33349609375,-3585599.75,17142.33349609375,-3586099.75,3595
3596,16642.33349609375,-3586099.75,17142.33349609375,-3586599.75,3596
3598,16642.33349609375,-3587099.75,17142.33349609375,-3587599.75,3598
3601,16642.33349609375,-3588599.75,17142.33349609375,-3589099.75,3601
3606,16642.33349609375,-3591099.75,17142.33349609375,-3591599.75,3606
3613,16642.33349609375,-3594599.75,17142.33349609375,-3595099.75,3613
3615,16642.33349609375,-3595599.75,17142.33349609375,-3596099.75,3615
3619,16642.33349609375,-3597599.75,17142.33349609375,-3598099.75,3619
3620,16642.33349609375,-3598099.75,17142.33349609375,-3598599.75,3620
3621,16642.33349609375,-3598599.75,17142.33349609375,-3599099.75,3621
3670,17142.33349609375,-3574099.75,17642.33349609375,-3574599.75,3670
3677,17142.33349609375,-3577599.75,17642.33349609375,-3578099.75,3677
3679,17142.33349609375,-3578599.75,17642.33349609375,-3579099.75,3679
3681,17142.33349609375,-3579599.75,17642.33349609375,-3580099.75,3681
3683,17142.33349609375,-3580599.75,17642.33349609375,-3581099.75,3683
3687,17142.33349609375,-3582599.75,17642.33349609375,-3583099.75,3687
3688,17142.33349609375,-3583099.75,17642.33349609375,-3583599.75,3688
3692,17142.33349609375,-3585099.75,17642.33349609375,-3585599.75,3692
3694,17142.33349609375,-3586099.75,17642.33349609375,-3586599.75,3694
3695,17142.33349609375,-3586599.75,17642.33349609375,-3587099.75,3695
3696,17142.33349609375,-3587099.75,17642.33349609375,-3587599.75,3696
3697,17142.33349609375,-3587599.75,17642.33349609375,-3588099.75,3697
3699,17142.33349609375,-3588599.75,17642.33349609375,-3589099.75,3699
3700,17142.33349609375,-3589099.75,17642.33349609375,-3589599.75,3700
3703,17142.33349609375,-3590599.75,17642.33349609375,-3591099.75,3703
3710,17142.33349609375,-3594099.75,17642.33349609375,-3594599.75,3710
3712,17142.33349609375,-3595099.75,17642.33349609375,-3595599.75,3712
3716,17142.33349609375,-3597099.75,17642.33349609375,-3597599.75,3716
3717,17142.33349609375,-3597599.75,17642.33349609375,-3598099.75,3717
3774,17642.33349609375,-3577099.75,18142.33349609375,-3577599.75,3774
3775,17642.33349609375,-3577599.75,18142.33349609375,-3578099.75,3775
3776,17642.33349609375,-3578099.75,18142.33349609375,-3578599.75,3776
3777,17642.33349609375,-3578599.75,18142.33349609375,-3579099.75,3777
3778,17642.33349609375,-3579099.75,18142.33349609375,-3579599.75,3778
3782,17642.33349609375,-3581099.75,18142.33349609375,-3581599.75,3782
3784,17642.33349609375,-3582099.75,18142.33349609375,-3582599.75,3784
3789,17642.33349609375,-3584599.75,18142.33349609375,-3585099.75,3789
3791,17642.33349609375,-3585599.75,18142.33349609375,-3586099.75,3791
3792,17642.33349609375,-3586099.75,18142.33349609375,-3586599.75,3792
3796,17642.33349609375,-3588099.75,18142.33349609375,-3588599.75,3796
3800,17642.33349609375,-3590099.75,18142.33349609375,-3590599.75,3800
3802,17642.33349609375,-3591099.75,18142.33349609375,-3591599.75,3802
3804,17642.33349609375,-3592099.75,18142.33349609375,-3592599.75,3804
3805,17642.33349609375,-3592599.75,18142.33349609375,-3593099.75,3805
3808,17642.33349609375,-3594099.75,18142.33349609375,-3594599.75,3808
3810,17642.33349609375,-3595099.75,18142.33349609375,-3595599.75,3810
3811,17642.33349609375,-3595599.75,18142.33349609375,-3596099.75,3811
3813,17642.33349609375,-3596599.75,18142.33349609375,-3597099.75,3813
3815,17642.33349609375,-3597599.75,18142.33349609375,-3598099.75,3815
3871,18142.33349609375,-3576599.75,18642.33349609375,-3577099.75,3871
3873,18142.33349609375,-3577599.75,18642.33349609375,-3578099.75,3873
3874,18142.33349609375,-3578099.75,18642.33349609375,-3578599.75,3874
3875,18142.33349609375,-3578599.75,18642.33349609375,-3579099.75,3875
3877,18142.33349609375,-3579599.75,18642.33349609375,-3580099.75,3877
3885,18142.33349609375,-3583599.75,18642.33349609375,-3584099.75,3885
3892,18142.33349609375,-3587099.75,18642.33349609375,-3587599.75,3892
3894,18142.33349609375,-3588099.75,18642.33349609375,-3588599.75,3894
3896,18142.33349609375,-3589099.75,18642.33349609375,-3589599.75,3896
3897,18142.33349609375,-3589599.75,18642.33349609375,-3590099.75,3897
3900,18142.33349609375,-3591099.75,18642.33349609375,-3591599.75,3900
3903,18142.33349609375,-3592599.75,18642.33349609375,-3593099.75,3903
3904,18142.33349609375,-3593099.75,18642.33349609375,-3593599.75,3904
3911,18142.33349609375,-3596599.75,18642.33349609375,-3597099.75,3911
3912,18142.33349609375,-3597099.75,18642.33349609375,-3597599.75,3912
3970,18642.33349609375,-3577099.75,19142.33349609375,-3577599.75,3970
3972,18642.33349609375,-3578099.75,19142.33349609375,-3578599.75,3972
3977,18642.33349609375,-3580599.75,19142.33349609375,-3581099.75,3977
3978,18642.33349609375,-3581099.75,19142.33349609375,-3581599.75,3978
3983,18642.33349609375,-3583599.75,19142.33349609375,-3584099.75,3983
3993,18642.33349609375,-3588599.75,19142.33349609375,-3589099.75,3993
3994,18642.33349609375,-3589099.75,19142.33349609375,-3589599.75,3994
3996,18642.33349609375,-3590099.75,19142.33349609375,-3590599.75,3996
3998,18642.33349609375,-3591099.75,19142.33349609375,-3591599.75,3998
3999,18642.33349609375,-3591599.75,19142.33349609375,-3592099.75,3999
4000,18642.33349609375,-3592099.75,19142.33349609375,-3592599.75,4000
4003,18642.33349609375,-3593599.75,19142.33349609375,-3594099.75,4003
4004,18642.33349609375,-3594099.75,19142.33349609375,-3594599.75,4004
4005,18642.33349609375,-3594599.75,19142.33349609375,-3595099.75,4005
4010,18642.33349609375,-3597099.75,19142.33349609375,-3597599.75,4010
4069,19142.33349609375,-3577599.75,19642.33349609375,-3578099.75,4069
4070,19142.33349609375,-3578099.75,19642.33349609375,-3578599.75,4070
4071,19142.33349609375,-3578599.75,19642.33349609375,-3579099.75,4071
4072,19142.33349609375,-3579099.75,19642.33349609375,-3579599.75,4072
4074,19142.33349609375,-3580099.75,19642.33349609375,-3580599.75,4074
4077,19142.33349609375,-3581599.75,19642.33349609375,-3582099.75,4077
4078,19142.33349609375,-3582099.75,19642.33349609375,-3582599.75,4078
4081,19142.33349609375,-3583599.75,19642.33349609375,-3584099.75,4081
4082,19142.33349609375,-3584099.75,19642.33349609375,-3584599.75,4082
4083,19142.33349609375,-3584599.75,19642.33349609375,-3585099.75,4083
4086,19142.33349609375,-3586099.75,19642.33349609375,-3586599.75,4086
4087,19142.33349609375,-3586599.75,19642.33349609375,-3587099.75,4087
4090,19142.33349609375,-3588099.75,19642.33349609375,-3588599.75,4090
4095,19142.33349609375,-3590599.75,19642.33349609375,-3591099.75,4095
4100,19142.33349609375,-3593099.75,19642.33349609375,-3593599.75,4100
4101,19142.33349609375,-3593599.75,19642.33349609375,-3594099.75,4101
4104,19142.33349609375,-3595099.75,19642.33349609375,-3595599.75,4104
4105,19142.33349609375,-3595599.75,19642.33349609375,-3596099.75,4105
4169,19642.33349609375,-3578599.75,20142.33349609375,-3579099.75,4169
4170,19642.33349609375,-3579099.75,20142.33349609375,-3579599.75,4170
4173,19642.33349609375,-3580599.75,20142.33349609375,-3581099.75,4173
4174,19642.33349609375,-3581099.75,20142.33349609375,-3581599.75,4174
4177,19642.33349609375,-3582599.75,20142.33349609375,-3583099.75,4177
4179,19642.33349609375,-3583599.75,20142.33349609375,-3584099.75,4179
4180,19642.33349609375,-3584099.75,20142.33349609375,-3584599.75,4180
4181,19642.33349609375,-3584599.75,20142.33349609375,-3585099.75,4181
4182,19642.33349609375,-3585099.75,20142.33349609375,-3585599.75,4182
4184,19642.33349609375,-3586099.75,20142.33349609375,-3586599.75,4184
4185,19642.33349609375,-3586599.75,20142.33349609375,-3587099.75,4185
4186,19642.33349609375,-3587099.75,20142.33349609375,-3587599.75,4186
4187,19642.33349609375,-3587599.75,20142.33349609375,-3588099.75,4187
4188,19642.33349609375,-3588099.75,20142.33349609375,-3588599.75,4188
4189,19642.33349609375,-3588599.75,20142.33349609375,-3589099.75,4189
4190,19642.33349609375,-3589099.75,20142.33349609375,-3589599.75,4190
4194,19642.33349609375,-3591099.75,20142.33349609375,-3591599.75,4194
4196,19642.33349609375,-3592099.75,20142.33349609375,-3592599.75,4196
4199,19642.33349609375,-3593599.75,20142.33349609375,-3594099.75,4199
4202,19642.33349609375,-3595099.75,20142.33349609375,-3595599.75,4202
4269,20142.33349609375,-3579599.75,20642.33349609375,-3580099.75,4269
4271,20142.33349609375,-3580599.75,20642.33349609375,-3581099.75,4271
4272,20142.33349609375,-3581099.75,20642.33349609375,-3581599.75,4272
4276,20142.33349609375,-3583099.75,20642.33349609375,-3583599.75,4276
4282,20142.33349609375,-3586099.75,20642.33349609375,-3586599.75,4282
4284,20142.33349609375,-3587099.75,20642.33349609375,-3587599.75,4284
4285,20142.33349609375,-3587599.75,20642.33349609375,-3588099.75,4285
4288,20142.33349609375,-3589099.75,20642.33349609375,-3589599.75,4288
4290,20142.33349609375,-3590099.75,20642.33349609375,-3590599.75,4290
4291,20142.33349609375,-3590599.75,20642.33349609375,-3591099.75,4291
4294,20142.33349609375,-3592099.75,20642.33349609375,-3592599.75,4294
4295,20142.33349609375,-3592599.75,20642.33349609375,-3593099.75,4295
4296,20142.33349609375,-3593099.75,20642.33349609375,-3593599.75,4296
4371,20642.33349609375,-3581599.75,21142.33349609375,-3582099.75,4371
4375,20642.33349609375,-3583599.75,21142.33349609375,-3584099.75,4375
4388,20642.33349609375,-3590099.75,21142.33349609375,-3590599.75,4388
4393,20642.33349609375,-3592599.75,21142.33349609375,-3593099.75,4393
4396,20642.33349609375,-3594099.75,21142.33349609375,-3594599.75,4396
4469,21142.33349609375,-3581599.75,21642.33349609375,-3582099.75,4469
4476,21142.33349609375,-3585099.75,21642.33349609375,-3585599.75,4476
4477,21142.33349609375,-3585599.75,21642.33349609375,-3586099.75,4477
4478,21142.33349609375,-3586099.75,21642.33349609375,-3586599.75,4478
4479,21142.33349609375,-3586599.75,21642.33349609375,-3587099.75,4479
4484,21142.33349609375,-3589099.75,21642.33349609375,-3589599.75,4484
4571,21642.33349609375,-3583599.75,22142.33349609375,-3584099.75,4571
4576,21642.33349609375,-3586099.75,22142.33349609375,-3586599.75,4576
4580,21642.33349609375,-3588099.75,22142.33349609375,-3588599.75,4580
4582,21642.33349609375,-3589099.75,22142.33349609375,-3589599.75,4582
4584,21642.33349609375,-3590099.75,22142.33349609375,-3590599.75,4584
4585,21642.33349609375,-3590599.75,22142.33349609375,-3591099.75,4585
4671,22142.33349609375,-3584599.75,22642.33349609375,-3585099.75,4671
4672,22142.33349609375,-3585099.75,22642.33349609375,-3585599.75,4672
4678,22142.33349609375,-3588099.75,22642.33349609375,-3588599.75,4678
4680,22142.33349609375,-3589099.75,22642.33349609375,-3589599.75,4680
4681,22142.33349609375,-3589599.75,22642.33349609375,-3590099.75,4681
4682,22142.33349609375,-3590099.75,22642.33349609375,-3590599.75,4682
4685,22142.33349609375,-3591599.75,22642.33349609375,-3592099.75,4685
4687,22142.33349609375,-3592599.75,22642.33349609375,-3593099.75,4687
4688,22142.33349609375,-3593099.75,22642.33349609375,-3593599.75,4688
4771,22642.33349609375,-3585599.75,23142.33349609375,-3586099.75,4771
4774,22642.33349609375,-3587099.75,23142.33349609375,-3587599.75,4774
4776,22642.33349609375,-3588099.75,23142.33349609375,-3588599.75,4776
4782,22642.33349609375,-3591099.75,23142.33349609375,-3591599.75,4782
4783,22642.33349609375,-3591599.75,23142.33349609375,-3592099.75,4783
4873,23142.33349609375,-3587599.75,23642.33349609375,-3588099.75,4873
4876,23142.33349609375,-3589099.75,23642.33349609375,-3589599.75,4876
4879,23142.33349609375,-3590599.75,23642.33349609375,-3591099.75,4879
4881,23142.33349609375,-3591599.75,23642.33349609375,-3592099.75,4881
4975,23642.33349609375,-3589599.75,24142.33349609375,-3590099.75,4975
4977,23642.33349609375,-3590599.75,24142.33349609375,-3591099.75,4977
